id,keyword,location,text,target,preprocessed_text,predicted_label
4563,emergency plan,Somewhere in the Canada,City of Calgary activates Municipal Emergency Plan - http://t.co/IYs9xWPVMK,1,city calgary activates municipal emergency plan ,6
4568,emergency plan,"Calgary,AB, Canada",The City has activated the Municipal Emergency Plan. Primarily stay indoors avoid flooded areas Call 311 for... http://t.co/Ch6E7vTATR,1,city activated municipal emergency plan primarily stay indoors avoid flooded area call for,6
4569,emergency plan,no_location,City of Calgary activates Municipal Emergency Plan - 660 NEWS http://t.co/KFBjVJiVQB http://t.co/BN7Xpzqdm0,1,city calgary activates municipal emergency plan news,6
4575,emergency plan,"Atlanta, GA",b/c it costs less to have sick people using emergency rooms?...grrrr.... http://t.co/vFbbcHwrFD,1,bc cost le sick people using emergency roomsgrrrr,6
4580,emergency plan,U.S. Northern Virginia,#Biztip We recommend all businesses to get an alternative source of electricity. #Solar Wind and Batteries. Have an emergency plan! Now!,1,biztip recommend business get alternative source electricity solar wind batteries emergency plan now,6
4585,emergency plan,Los Angeles,Senators calling for emergency housing: Boxer Feinstein back plan to move #homeless vets to VA campus http://t.co/Gm80X3vutf,1,senator calling emergency housing boxer feinstein back plan move homeless vet va campus,6
4587,emergency plan,"Cochrane, Alberta, Canada",Severe thunderstorm warning remains for #Cochrane. @cityofcalgary has enacted municipal emergency plan after today's storm. #abstorm,1,severe thunderstorm warning remains cochrane enacted municipal emergency plan todays storm abstorm,6
4588,emergency plan,"Leduc, Alberta, Canada",Can't fix stupid. MT @CBCCalgary Don't drive through flooded underpasses warns city as it enacts Municipal Emergency Plan. #yyc #abstorm,1,cant fix stupid mt drive flooded underpass warns city enacts municipal emergency plan yyc abstorm,6
4592,emergency plan,no_location,City of Calgary activates municipal emergency plan as more thunderstorms approach http://t.co/8iHucO4GLW,1,city calgary activates municipal emergency plan thunderstorm approach,6
4593,emergency plan,"204, 555 11 Ave. S.W.",The Municipal Emergency Plan is now in effect. Stay safe everyone! #abstorm #yyc http://t.co/14CIcptKNa,1,municipal emergency plan effect stay safe everyone abstorm yyc,6
4595,emergency plan,Calgary,Storm concludes City of Calgary's Municipal Emergency Plan deactivated http://t.co/93iaEec26T,1,storm concludes city calgarys municipal emergency plan deactivated,6
4599,emergency services,London,@TfLBusAlerts @TfLBusAlerts The Drive in Ilford closed both ways while emergency services deal with a call out. Buses are now stuck.,1,drive ilford closed way emergency service deal call out bus stuck,6
4600,emergency services,no_location,@Glenstannard @EssexWeather do you know where abouts as I heard emergency services near by,1,know abouts heard emergency service near,6
4604,emergency services,"Olympia, WA",#Nursing alert: Emergency Department Psychiatric RN (.90 FTE Day) | Providence Health &amp; Services | #Olympia WA http://t.co/Yu6NUe7gFB,1,nursing alert emergency department psychiatric rn fte day providence health amp service olympia wa,6
4620,emergency services,"Vancouver, British Columbia",Removing tsunami debris from the West Coast: Karen Robinson Enviromental and Emergency services manager of theÛ_ http://t.co/1MeEo3WJcO,1,removing tsunami debris west coast karen robinson enviromental emergency service manager the _,6
4624,emergency services,USA,#Breaking #News - Call for Tasmania's emergency services to be trained in horse ... - http://t.co/urJwsVr311 http://t.co/7JfrETeIi4,1,breaking news call tasmanias emergency service trained horse ,6
4627,emergency services,no_location,Emergency Shutdown Systems - Edmonton http://t.co/F8GvWkFqox,1,emergency shutdown system edmonton,6
5563,flood,United States,JKL cancels Flash Flood Warning for Bell Harlan Knox [KY]  http://t.co/4rY6zhcPOQ #WX,1,jkl cancel flash flood warning bell harlan knox ky wx,6
5608,flood,"Knoxville, TN",Flood Advisory issued August 05 at 7:10PM CDT until August 05 at 8:00PM CDT by NWS: ...THE URBAN AND ... http://t.co/SeMw5cQ7Dg #weather,1,flood advisory issued august cdt august cdt nws the urban weather,6
5618,flooding,"Huntsville, Alabama",11:30a Radar Update: Widespread Showers/Storms but moving over the same areas-minor flooding possible #HUNwx http://t.co/E3L1JqjH2u,1, radar update widespread showersstorms moving areasminor flooding possible hunwx,6
5689,floods,Philippines,PAGASA 7:12am: YELLOW warning - Panay Island Guimaras Negros. Possible floods in low-lying areas &amp; landslides in mountainous areas.,1,pagasa yellow warning panay island guimaras negros possible flood lowlying area amp landslide mountainous areas,6
5690,floods,no_location,RT: 40HourFamine: In #Bangladesh government has not declared floods an emergency. #WorldVision will continue to mÛ_ http://t.co/XqdVghz8G6,1,rt bangladesh government declared flood emergency worldvision continue m _,6
5793,hail,United States,LZK issues Severe Thunderstorm Warning [wind: 60 MPH hail: 0.75 IN] for Sharp [AR] till 8:15 PM CDT  http://t.co/AUXSMdG1uN #WX,1,lzk issue severe thunderstorm warning wind mph hail in sharp ar till pm cdt wx,6
5795,hail,Arkansas,Strong Thunderstorm 4 Miles North of Japton Moving SE At 25 MPH. Large Hail and Wind Gusts Up to 50 MPH Poss... #arwx http://t.co/TIM8x9bI0f,1,strong thunderstorm mile north japton moving se mph large hail wind gust mph poss arwx,6
5797,hail,United States,RNK issues Severe Thunderstorm Warning [wind: 60 MPH hail: 1.00 IN] for Rockingham Stokes [NC] till Aug 5 10:00 PM EDT  Û_,1,rnk issue severe thunderstorm warning wind mph hail in rockingham stokes nc till aug pm edt  _,6
5803,hail,USA,Strong Thunderstorm 4 Miles North of Japton Moving SE At 25 MPH. Large Hail and Wind Gusts Up to 50 MPH Poss... #arwx http://t.co/blppzAIbOE,1,strong thunderstorm mile north japton moving se mph large hail wind gust mph poss arwx,6
5815,hail,"Rapid City, South Dakota",New warning for Central Hills 1' hail 60 mph winds. NOT affecting Sturgis but could later tonight. #KOTAWeather http://t.co/1EPIYeNQYL,1,new warning central hill hail mph winds affecting sturgis could later tonight kotaweather,6
5825,hail,no_location,New warning for Central Hills 1' hail 60 mph winds. NOT affecting Sturgis but could later tonight. #KOTAWeather http://t.co/qo3VWFelkp,1,new warning central hill hail mph winds affecting sturgis could later tonight kotaweather,6
5826,hail,United States,UNR continues Severe Thunderstorm Warning [wind: 60 MPH hail: &lt;.75 IN] for Weston [WY] and Custer Fall River Pennington [SD] till 7:15 PÛ_,1,unr continues severe thunderstorm warning wind mph hail lt in weston wy custer fall river pennington sd till p _,6
5834,hail,United States,UNR issues Severe Thunderstorm Warning [wind: 60 MPH hail: 0.75 IN] for Weston [WY] and Custer Fall River Lawrence Meade Pennington [SÛ_,1,unr issue severe thunderstorm warning wind mph hail in weston wy custer fall river lawrence meade pennington s _,6
6024,hazardous,no_location,http://t.co/rOdpt33XFM EverSafe Emergency Auto Kit for all Weather Unsafe hazardous rush-hour gridlock jumper-caÛ_ http://t.co/0BVK5tuB4J,1,eversafe emergency auto kit weather unsafe hazardous rushhour gridlock jumperca _,6
6053,heat wave,Pacific Northwest,"UAE cool to Mideast heat-wave; rain watch latest [video]
NCMS issues warning of thundering rain poor visibility.... http://t.co/Tk65sKe0zm",1,uae cool mideast heatwave rain watch latest video ncms issue warning thundering rain poor visibility,6
6084,heat wave,"Nebraska, Colorado & The GLOBE",weather warfare Follow the Money This Government Is What Our Founding Fathers Were Warning Us About The Weather... http://t.co/TgtCRU8jiO,1,weather warfare follow money government founding father warning u weather,6
6772,lightning,"Greensboro, North Carolina",Heavy rain gusty winds and vivid lightning moving east through the Triad now. http://t.co/JMu5uyamdu,1,heavy rain gusty wind vivid lightning moving east triad now,6
7163,mudslide,no_location,Flood and Mudslide Warning for East Fjords | Iceland Review http://t.co/534q3Jg2OV #icelandreview via @iceland_review,1,flood mudslide warning east fjord iceland review icelandreview via,6
7897,radiation emergency,no_location,I liked a @YouTube video http://t.co/V57NUgmGKT US CANADA RADIATION UPDATE EMERGENCY FISHING CLOSURES,1,liked video u canada radiation update emergency fishing closure,6
7898,radiation emergency,no_location,WIPP emergency activated because of slightly elevated levels of radiation. #sejorg,1,wipp emergency activated slightly elevated level radiation sejorg,6
7906,radiation emergency,"Washington, DC",Radiation emergency #preparedness starts with knowing to: get inside stay inside and stay tuned http://t.co/RFFPqBAz2F via @CDCgov,1,radiation emergency preparedness start knowing to get inside stay inside stay tuned via,6
8976,storm,"Charlotte, NC",Severe T-storm Warning for Union County ~3:45pm. Top threats include heavy rain lightning &amp; damaging winds. http://t.co/XWOevMK0aA,1,severe tstorm warning union county top threat include heavy rain lightning amp damaging winds,6
9149,suicide bomber,Helsinki,Islamic State claims suicide bombing at Saudi Arabian mosque: Ten members of emergency service... http://t.co/mpOaEFQl6k via @josephjett,1,islamic state claim suicide bombing saudi arabian mosque ten member emergency service via,6
9608,thunderstorm,"Tulsa, Oklahoma",Severe Thunderstorm Warning for Oklahoma County until 10:30pm. Radar here: http://t.co/2HV2y2M2oZ #okwx,1,severe thunderstorm warning oklahoma county radar here okwx,6
9612,thunderstorm,no_location,Severe Thunderstorm Warning issued August 05 at 9:31PM CDT until August 05 at 10:15PM CDT by NWS http://t.co/h9i6moZAsK,1,severe thunderstorm warning issued august cdt august cdt nw,6
9613,thunderstorm,United States,OUN cancels Severe Thunderstorm Warning for Lincoln Logan Oklahoma [OK]  http://t.co/bTi8JAMFiu #WX,1,oun cancel severe thunderstorm warning lincoln logan oklahoma ok wx,6
9616,thunderstorm,Jupiter,#usNWSgov Severe Weather Statement issued August 05 at 10:38PM EDT by NWS: ...THE SEVERE THUNDERSTORM WARNING ... http://t.co/EpzgG4uqJI,1,usnwsgov severe weather statement issued august edt nws the severe thunderstorm warning ,6
9620,thunderstorm,"El Dorado, Arkansas",NWS has Continued a Severe Thunderstorm Warning for Oklahoma-OK until 10:30 PM,1,nw continued severe thunderstorm warning oklahomaok pm,6
9625,thunderstorm,East Coast,THE NATIONAL WEATHER SERVICE IN LITTLE ROCK HAS ISSUED A * SEVERE THUNDERSTORM WARNING FOR... VAN BUREN COUNTY IN Û_ http://t.co/KJsvW06GBV,1,national weather service little rock issued severe thunderstorm warning for van buren county  _,6
9636,thunderstorm,no_location,Severe Thunderstorm Warning including Russellville AR Clarksville AR Dardanelle AR until 10:15 PM CDT http://t.co/n844h1ASPj,1,severe thunderstorm warning including russellville ar clarksville ar dardanelle ar pm cdt,6
9639,thunderstorm,Oklahoma City,Severe Thunderstorm Warning for Oklahoma County until 10:30pm. http://t.co/RsdkWZRc8g #okwx,1,severe thunderstorm warning oklahoma county okwx,6
9642,thunderstorm,South Carolina,Strong Thunderstorm 4 Miles East of Pickens Moving NE At 20 MPH. Pea Size Hail and Wind Gusts Up to 40 MPH... #scwx http://t.co/TsaLetFtkt,1,strong thunderstorm mile east pickens moving ne mph pea size hail wind gust mph scwx,6
9643,thunderstorm,"Tornado Alley, USA ",Severe Thunderstorm Warning for Oklahoma County in OK until 10:30pm CDT. #okwx,1,severe thunderstorm warning oklahoma county ok cdt okwx,6
9644,thunderstorm,no_location,OUN continues Severe Thunderstorm Warning for Oklahoma [OK] till 10:30 PM CDT http://t.co/oIM6Po8XCu,1,oun continues severe thunderstorm warning oklahoma ok till pm cdt,6
9645,thunderstorm,"Nicoma Park, OK",Severe Thunderstorm Warning including Midwest City OK Del City OK Choctaw OK until 10:30 PM CDT http://t.co/ogxSY4GWD1,1,severe thunderstorm warning including midwest city ok del city ok choctaw ok pm cdt,6
9655,thunderstorm,"El Dorado, Arkansas",NWS has issued a Severe Thunderstorm Warning for Oklahoma-OK until 10:30 PM,1,nw issued severe thunderstorm warning oklahomaok pm,6
9657,thunderstorm,no_location,#usNWSgov Severe Weather Statement issued August 05 at 10:38PM EDT by NWS: ...THE SEVERE THUNDERSTORM WARNING ... http://t.co/7HuEN4rWrn,1,usnwsgov severe weather statement issued august edt nws the severe thunderstorm warning ,6
9669,tornado,Midwest,(AR)  Severe Thunderstorm Warning issued August 05 at 9:12PM CDT until August 05 at 9:45PM CDT by NWS http://t.co/AYfdjeB7Hy #arwx,1,ar severe thunderstorm warning issued august cdt august cdt nw arwx,6
9670,tornado,Canada,Second tornado confirmed in SundayÛªs storm http://t.co/Ffnzit7kgN,1,second tornado confirmed sunday  s storm,6
9673,tornado,Midwest,(OK)  Severe Thunderstorm Warning issued August 05 at 8:29PM CDT until August 05 at 9:15PM CDT by NWS http://t.co/O8X4M5eR6b #okwx,1,ok severe thunderstorm warning issued august cdt august cdt nw okwx,6
9675,tornado,"Fort Knox, KY 40121",@SakhalinTribune Calgary area tornado warnings end as thunderstorms move eastward,1,calgary area tornado warning end thunderstorm move eastward,6
9690,tornado,no_location,@Rebelmage2 I'm glad you got away XD But My 'be safe' was in reference to a tornado near calgary and drum heller at around 4 :O,1,im glad got away xd be safe reference tornado near calgary drum heller around o,6
9699,tornado,canada,Calgary area tornado warnings end as thunderstorms move eastward - CBC.ca: CBC.ca Calgary area tornado warnings endÛ_ http://t.co/ST9jPZ8Y24,1,calgary area tornado warning end thunderstorm move eastward cbcca cbcca calgary area tornado warning end _,6
9702,tornado,Naperville,Illinois Tornado Slipped Under The Radar Emergency Officials Say http://t.co/P4KOfYtkdx,1,illinois tornado slipped radar emergency official say,6
9813,trauma,"Detroit, MI",#NissanNews : Trauma Alert and 1 Child Among 6 Hospitalized After 2-Car Wreck on A1A Near Bing's Landing: The ... http://t.co/9dWyJqvFY4,1,nissannews trauma alert child among hospitalized car wreck near bings landing ,6
10001,tsunami,Hawaii,Meet Brinco your own personal earthquake snd tsunami early warning beacon. http://t.co/NXkUM9h7wD,1,meet brinco personal earthquake snd tsunami early warning beacon,6
10414,whirlwind,"Nairobi, Kenya",Whirlwind that has lasted for more than an hour and still strong. A standstill in parts of middle east.,1,whirlwind lasted hour still strong standstill part middle east,6
10456,wild fires,planet earth,@cnni @PrisonPlanet Climate Change CNN weather 'specialist' warning:wild fires rain flooding noting about the sun? http://t.co/0sZwlWL9qU,1,climate change cnn weather specialist warningwild fire rain flooding noting sun,6
10503,wildfire,"Riverside, California.",Is LA at Risk for a Giant Wildfire? - Which Way L.A.? on KCRW http://t.co/6AgMkx2WW4,1,la risk giant wildfire way la kcrw,6
10568,windstorm,no_location,NW Michigan #WindStorm (Sheer) Recovery Updates: Leelanau &amp; Grand Traverse - State of Emergency 2b extended http://t.co/OSKfyj8CK7 #BeSafe,1,nw michigan windstorm sheer recovery updates leelanau amp grand traverse state emergency extended besafe,6
10844,no_keyword,no_location,SEVERE WEATHER BULLETIN No. 5 FOR: TYPHOON ÛÏ#HannaPHÛ (SOUDELOR) TROPICAL CYCLONE: WARNING ISSUED AT 5:00 PM 06... http://t.co/tHhjJw51PE Û_,1,severe weather bulletin no for typhoon   hannaph  soudelor tropical cyclone warning issued pm  _,6
10846,no_keyword,no_location,Heat wave warning aa? Ayyo dei. Just when I plan to visit friends after a year.,1,heat wave warning aa ayyo dei plan visit friend year,6
10850,no_keyword,no_location,NWS: Flash Flood Warning Continued for Shelby County until 08:00 PM Wednesday. http://t.co/nZ7ACKRrJi #tnwx,1,nws flash flood warning continued shelby county pm wednesday tnwx,6
10860,no_keyword,no_location,a siren just went off and it wasn't the Forney tornado warning ??,1,siren went forney tornado warning ,6
