id,keyword,location,text,target,preprocessed_text,predicted_label
1963,burning buildings,Spying on your thoughts,@kshllcenterpri1 @Progress4Ohio burning down buildings what you mean like when you burnt down those black churches?,1,burning building mean like burnt black churches,8
1972,bush fires,Mid north coast of NSW,@POTUS Would you please explain what you are going to do about the volcanoes &amp; bush fires spouting all that CO2 into the air?,1,would please explain going volcano amp bush fire spouting air,8
2012,casualties,no_location,Another movie theater attack..close to home this time. Thankful for no casualties. Life will go on because we cannot allow evil to win!,1,another movie theater attackclose home time thankful casualties life go cannot allow evil win,8
2034,casualties,"Brooklyn, New York",@Catwoman1775 Another shooting in a movie theater this is getting more crazier but I'm glad they got the shooter &amp; no casualties.,1,another shooting movie theater getting crazier im glad got shooter amp casualties,8
2039,casualties,no_location,@AlcoholAndMetal + do anything to fix that. Of the few people he had every trusted in his life Charles was one of the casualties.,1, anything fix that people every trusted life charles one casualties,8
2298,cliff fall,no_location,627% but if they had lower striked than 16 I would have gone even further OTM. This could really fall off a cliff.,1, lower striked would gone even otm could really fall cliff,8
2368,collapsed,Paris ,... The pain of those seconds must have been awful as her heart burst and her lungs collapsed and there was no air and...,1, pain second must awful heart burst lung collapsed air and,8
2478,collided,no_location,The 2 cars right in front of me collided and If I hadnt stopped in time it would've been me too. #ButGod ????,1,car right front collided hadnt stopped time wouldve too butgod ,8
2502,collided,California ,Can't watch PVRIS I'm so sad bc it collided with another set,1,cant watch pvris im sad bc collided another set,8
2611,crashed,no_location,@brianroemmele UX fail of EMV - people want to insert and remove quickly like a gas pump stripe reader. 1 person told me it crashed the POS,1,ux fail emv people want insert remove quickly like gas pump stripe reader person told crashed po,8
2782,curfew,"KLA,Uganda",Next May I'll be free...from school from obligations like family.... Best of all that damn curfew...,1,next may ill freefrom school obligation like family best damn curfew,8
2913,danger,"Loughborough, England",What is this? Like I could be in danger or something,1,this like could danger something,8
2942,danger,ALWAYS DYING NEVER RESTING,SO THIRSTY YALL IN DANGER OF DEHYDRATION,1,thirsty yall danger dehydration,8
2950,danger,Jersey - C.I,Honestly tho Modibo Maiga is stealing a living - fuck all about him - im past my best but still more of a danger than that fucktard #coyi,1,honestly tho modibo maiga stealing living fuck im past best still danger fucktard coyi,8
3072,deaths,Lagos,"[Comment] Deaths of older children: what do the data tell #US? http://t.co/p8Yr2po6Jn
 #nghlth",1,comment death older children data tell us nghlth,8
3074,deaths,no_location,@Eazzy_P we will never know what would have happened but the govt seemed to think that their beliefs warranted the deaths of innocent japs,1,never know would happened govt seemed think belief warranted death innocent jap,8
3075,deaths,Your screen,"real magic in real life:

women went missing in Ohio town the focus of FBI probe after strange deaths and... http://t.co/6m0YNJWbc9",1,real magic real life woman went missing ohio town focus fbi probe strange death and,8
3368,demolition,no_location,No civilian population ever deserves demolition may we never forget &amp; learn from our mistakes #Hiroshima,1,civilian population ever deserves demolition may never forget amp learn mistake hiroshima,8
3465,derailed,The Desert of the Real,@TrustyMcLusty no passengers were on the derailed train. But the who morning commute is fcked. Go home.,1,passenger derailed train morning commute fcked go home,8
3470,derailed,USA,@stury Note there were no passengers on board when the train derailed this morning.,1,note passenger board train derailed morning,8
3482,derailed,"Washington, DC & Charlotte, NC",@AdamTuss and is the car that derailed a 5000 series by chance. They used to have issues w/ wheel climbing RE: 1/2007 Mt. Vern Sq derailment,1,car derailed series chance used issue w wheel climbing re mt vern sq derailment,8
3497,derailed,no_location,@ItsQueenBaby I'm at work it's a bunch of ppl and buses because the train derailed,1,im work bunch ppl bus train derailed,8
3525,derailment,UK,@Raishimi33 :) well I think that sounds like a fine plan where little derailment is possible so I applaud you :),1, well think sound like fine plan little derailment possible applaud ,8
3595,desolate,the insane asylum. ,@CorleoneDaBoss bc its risky and costly I don't see a need to do that when there isn't anything there. It's totally desolate.,1,bc risky costly see need anything there totally desolate,8
3690,destroy,Norway,Politics = Preschool Attitude: Russia orders to destroy all food coming from countries it doesn't like. - There is no hunger in the world?,1,politics preschool attitude russia order destroy food coming country like hunger world,8
3812,detonate,"Broomfield, CO",#Boulder deputies are waiting for the bomb squad to detonate grenade like this one found in Stearns lake today http://t.co/7cADM3lNkO,1,boulder deputy waiting bomb squad detonate grenade like one found stearns lake today,8
3950,devastation,St Joseph de Beauce,In this fragile global economy considering the devastation the alternatives would cause ... it's the best reason .. https://t.co/zwVyisyP2B,1,fragile global economy considering devastation alternative would cause best reason ,8
4065,displaced,"48.870833,2.399227",9000 Photographs from 1800's British Mandate of Palestine - with no trace of 'Palestinians' http://t.co/X8i0mHYRmN,1,photograph s british mandate palestine trace palestinians,8
4128,drought,Football Field,The Drought Is Real ??????,1,drought real ,8
4129,drought,i luv raquel,@Michael5SOS California is in a drought. what are you gonna do about this issue? if you want to be president this attitude won't work with m,1,california drought gonna issue want president attitude work,8
4237,drowned,no_location,I got drowned like 5 times in the damn game today ????????????,1,got drowned like time damn game today ,8
4266,drowning,no_location,@HeyImBeeYT its like theres fire in my skin and im drowning from within ????,1,like there fire skin im drowning within ,8
4324,dust storm,no_location,Let it be gone away like a dust in the wind .... Big Wind like a Tornado with Blizzard Thunder and Storm its that what I always want it,1,let gone away like dust wind big wind like tornado blizzard thunder storm always want,8
4549,emergency plan,no_location,@POTUS Thx for emergency dec. http://t.co/DyWWNbbYvJ 4 days and no plan to get H20 to those who have no transport. Can you deploy troops?,1,thx emergency dec day plan get transport deploy troops,8
4576,emergency plan,Im In Route ,"ÛÏ@based_georgie: yo forreal we need to have like an emergency action plan incase donald trump becomes presidentÛ
Whipe that lil baby",1,   yo forreal need like emergency action plan incase donald trump becomes president  whipe lil baby,8
4582,emergency plan,M!$$!$$!PP!,When your body's like 'go to fuck to sleep Sami' and your mind's like 'make an emergency plan for every natural disaster GO',1,bodys like go fuck sleep sami minds like make emergency plan every natural disaster go,8
4590,emergency plan,"Chapel Hill, NC",A big issue left undone is HOW to get home if adverse weather hits. @GoTriangle has no real emergency plan in place https://t.co/s7xdXuudcy,1,big issue left undone get home adverse weather hits real emergency plan place,8
4711,evacuate,no_location,I feel like if MKayla and Cee ever got in the same room everyone should evacuate because it would be so petty and childish I couldn't deal,1,feel like mkayla cee ever got room everyone evacuate would petty childish deal,8
4747,evacuate,Nashville,@ahhtheenikki And from what I can tell- they responded to today's gunman quickly and were able to evacuate all the ppl so no one was shot.,1,tell responded todays gunman quickly able evacuate ppl one shot,8
4973,explosion,no_location,ITS A TIE DYE EXPLOSION ON IG HELP ME. IM DROWNING IN TIE DYE,1,tie dye explosion ig help me im drowning tie dye,8
4982,explosion,no_location,@colinhoffman29 I hope he does. And I hope you die in the explosion too,1,hope does hope die explosion,8
4985,explosion,On the toilet having a dump ,@lordRsBiscuits That's always good for a pretty explosion.,1,thats always good pretty explosion,8
5095,famine,Ireland,I've experienced the smell of rotting potatoes for the first time. The Famine must have been awful if the whole country smelled like that.,1,ive experienced smell rotting potato first time famine must awful whole country smelled like that,8
5107,famine,"Chatham, IL",Images of Famine ÛÒ Hope In Christ - A blog on what happens when we forget God http://t.co/9BLiDdNGtF #HopeinChrist @lifelettercafe,1,image famine    hope christ blog happens forget god hopeinchrist,8
5171,fatalities,Wolverhampton/Brum/Jersey,Understand that there are no fatalities as no one was trapped inside the wholesale market. 8 fire engines and 40 fire fighters on scene.,1,understand fatality one trapped inside wholesale market fire engine fire fighter scene,8
5336,fire,no_location,This fire is WAY too close wtf is going on ???? http://t.co/drf3mmRbyx,1,fire way close wtf going ,8
5345,fire,"Fort Valley,GA/Fayetteville,AR",California been shaking...catching on fire....and overcharging ppl on rent for the past 150+ years it ain't going nowhere.,1,california shakingcatching fireand overcharging ppl rent past year aint going nowhere,8
5450,first responders,no_location,@IAFFLocal4416 no lives lost except those of first responders or the public they're charged with protecting?,1,life lost except first responder public theyre charged protecting,8
5479,flames,hell,@gilderoy i wish i was good enough to add flames to my nails im on fire,1,wish good enough add flame nail im fire,8
5497,flames," 616 Û¢ Kentwood , MI ",@selmoooooo @_edvinnn @imTariik @dzafic_haris selmo u not catching flames from me  im just gonna be witnessing the slaughter,1,selmo u catching flame im gonna witnessing slaughter,8
5662,floods,no_location,"Who is bringing the tornadoes and floods. Who is bringing the climate change. God is after America He is plaguing her
 
#FARRAKHAN #QUOTE",1,bringing tornado floods bringing climate change god america plaguing farrakhan quote,8
5665,floods,no_location,@pmharper don't worry I'm sure climate has nothing to do with hail floods tornados in Alberta &amp; Ontario. I'm sure god's just mad at you.,1,worry im sure climate nothing hail flood tornado alberta amp ontario im sure gods mad you,8
5745,forest fires,no_location,@nycdivorcelaw TRUMP IS A CLIMATE DENIER- algae bloom in the pacific from calif to alska- seeweed in caribean forest fires- SNOWBALL INHOFE,1,trump climate denier algae bloom pacific calif alska seeweed caribean forest fires snowball inhofe,8
5781,forest fires,no_location,"Campsite recommendations 
Toilets /shower 
Pub 
Fires 
No kids 
Pizza shop 
Forest 
Pretty stream 
No midges
No snakes
Thanks ??",1,campsite recommendation toilet shower pub fire kid pizza shop forest pretty stream midge snake thanks ,8
5812,hail,no_location,@modnao23 the hail is ruining everything. Plus my car I haven't even gotten yet. Have yet another killer migraine and I lost my glasses. ??,1,hail ruining everything plus car even gotten yet yet another killer migraine lost glasses ,8
5903,harm,Gotham City,You can never escape me. Bullets don't harm me. Nothing harms me. But I know pain. I know pain. Sometimes I share it. With someone like you.,1,never escape me bullet harm me nothing harm me know pain know pain sometimes share it someone like you,8
6015,hazardous,no_location,@TheBlackshag @dannyoneil too toxic...cancer....disease...hazardous waste...noxious...,1,toxiccancerdiseasehazardous wastenoxious,8
6059,heat wave,"Frisco, TX",@wfaaweather Pete when will the heat wave pass? Is it really going to be mid month? Frisco Boy Scouts have a canoe trip in Okla.,1,pete heat wave pass really going mid month frisco boy scout canoe trip okla,8
6112,hellfire,no_location,Hellfire is surrounded by desires so be careful and donÛªt let your desires control you! #Afterlife,1,hellfire surrounded desire careful don  t let desire control you afterlife,8
6134,hellfire,Riyadh '),Hellfire! We donÛªt even want to think about it or mention it so letÛªs not do anything that leads to it #islam!,1,hellfire don  t even want think mention let  s anything lead islam,8
6244,hijacking,Mongolia,#hot  Funtenna: hijacking computers to send data as sound waves [Black Hat 2015] http://t.co/J2aQs5loxu #prebreak #best,1,hot funtenna hijacking computer send data sound wave black hat prebreak best,8
6259,hijacking,no_location,#hot  Funtenna: hijacking computers to send data as sound waves [Black Hat 2015] http://t.co/qj3PVgaVN7 #prebreak #best,1,hot funtenna hijacking computer send data sound wave black hat prebreak best,8
6274,hijacking,no_location,#hot  Funtenna: hijacking computers to send data as sound waves [Black Hat 2015] http://t.co/cOMuiOk3mP #prebreak #best,1,hot funtenna hijacking computer send data sound wave black hat prebreak best,8
6276,hijacking,Japan,#hot  Funtenna: hijacking computers to send data as sound waves [Black Hat 2015] http://t.co/xV3D9bPjHi #prebreak #best,1,hot funtenna hijacking computer send data sound wave black hat prebreak best,8
6283,hijacking,no_location,#hot  Funtenna: hijacking computers to send data as sound waves [Black Hat 2015] http://t.co/UMgD92wLjA #prebreak #best,1,hot funtenna hijacking computer send data sound wave black hat prebreak best,8
6340,hostages,westwestwestwestwestwestwest,"Russia stood down cold war nuke ban or face ocean superiority 
Unconditional surrender next putin
Game set match
Release the hostages",1,russia stood cold war nuke ban face ocean superiority unconditional surrender next putin game set match release hostage,8
6429,hurricane,no_location,@Hurricane_Dolce no prob,1,prob,8
6461,injured,no_location,I can't believe Blevins got injured falling off a curb. That's something that would happen to me never it expected for a pro player,1,cant believe blevins got injured falling curb thats something would happen never expected pro player,8
6495,injuries,Tennessee,My baby girls car wreak this afternoon thank God no serious injuries and she was wearing her seatbelt!!!... http://t.co/NJQV45ndS2,1,baby girl car wreak afternoon thank god serious injury wearing seatbelt,8
6552,injury,Saint Paul,My prediction for the Vikings game this Sunday....dont expect a whole lot. Infact I think Zimmer goal is....injury free 1st game,1,prediction viking game sundaydont expect whole lot infact think zimmer goal isinjury free game,8
6695,landslide,no_location,Landslide kills three near Venice after heavyåÊrain http://t.co/q3Xq8R658r,1,landslide kill three near venice heavy  rain,8
6896,mass murder,"Huntsville, AL",Okay not sure the word 'mass murder' applies during this war but it was horrendous none the less. https://t.co/Sb3rjQqzIX,1,okay sure word mass murder applies war horrendous none less,8
6897,mass murder,no_location,Another white guy trying to mass murder people for no apparent reason just because let me guess he's mentally ill blah blah blah #Antioch,1,another white guy trying mass murder people apparent reason let guess hes mentally ill blah blah blah antioch,8
6905,mass murderer,Seattle,@TrillAC_ I think we've only had like one black mass murderer in the history of mass murders white people do that shit.,1,think weve like one black mass murderer history mass murder white people shit,8
6918,mass murderer,"Tennessee, USA",Hey #movietheatre mass murderer wanna-be we don't play that shit in the #615!,1,hey movietheatre mass murderer wannabe play shit ,8
6930,mass murderer,Earth,@NeanderRebel If you take the suit off him I wouldn't be surprised to hear this is the face that belonged to another democrat mass-murderer,1,take suit surprised hear face belonged another democrat massmurderer,8
6931,mass murderer,"West Hollywood, CA",Has gun law ever dissuaded a potential mass murderer?,1,gun law ever dissuaded potential mass murderer,8
6935,mass murderer,no_location,Another White mass murderer. Thank God I'm from California. @FrauTrapani,1,another white mass murderer thank god im california,8
6961,massacre,no_location,"@KabarMesir @badr58 
Never dies a big Crime like RABAA MASSACRE as long the revolution is being observed.
#rememberRABAA",1,never dy big crime like rabaa massacre long revolution observed rememberrabaa,8
6973,massacre,Ireland,Remember this was a massacre of civilians. #Hiroshima http://t.co/qw8qk165Sb,1,remember massacre civilians hiroshima,8
6978,massacre,Stay Tuned ;) ,@freddiedeboer @Thucydiplease then you have rise of Coates Charleston massacre Walter Scott and black twitter more broadly as well.,1,rise coates charleston massacre walter scott black twitter broadly well,8
7111,military,no_location,@kiranahmedd US military and Nato are fighting Talibans too,1,u military nato fighting taliban,8
7147,mudslide,"Ealing, London",'It looks like a mudslide!' And #GBBO is back with a belter!,1,it look like mudslide gbbo back belter,8
7160,mudslide,Birmingham & Bristol,'It looks like a mudslide' poor thing! ?? #greatbritishbakeoff,1,it look like mudslide poor thing greatbritishbakeoff,8
7173,mudslide,plymouth,@brobread looks like mudslide????,1,look like mudslide,8
7174,mudslide,The Pumpkin Carriage of Dreams,"@Lolly_Knickers It's a mudslide. 
It's like chewing on a rubber tyre.
And with those I'm DONE.
#vaginaorcake #GBBO",1,mudslide like chewing rubber tyre im done vaginaorcake gbbo,8
7193,mudslide,"South, England",First time getting into #gbbo2015 and physically gasped at the cake 'mudslide' incident already way too emotionally invested...,1,first time getting physically gasped cake mudslide incident already way emotionally invested,8
7198,natural disaster,Los Angeles,On the sneak America has us spoiled. A natural disaster will humble niggas.,1,sneak america u spoiled natural disaster humble niggas,8
7203,natural disaster,Greenwich Meridian,Some people are really natural disaster too,1,people really natural disaster,8
7205,natural disaster,USA,Coming later this year~ 'THE MAN THAT TATTOOED WOMEN.' A novel based on a real serial killer from #Arkansas &amp; a natural disaster. #NOLA,1,coming later year the man tattooed women novel based real serial killer arkansas amp natural disaster nola,8
7213,natural disaster,"Oneonta, NY/ Staten Island, NY",its only getting colder and colder and faster and faster and when i first realized it it was like a natural disaster,1,getting colder colder faster faster first realized like natural disaster,8
7227,natural disaster,no_location,*books a flight to Burma when country is enduring political unrest and a natural disaster* no wonder it was so cheap ay,1,books flight burma country enduring political unrest natural disaster wonder cheap ay,8
7251,nuclear disaster,no_location,If i tweet daily #Fukushima #Japan global nuclear disaster&amp; #Chernobyl ppl dont care there is no hope 4 humanity C&gt; http://t.co/MAcob5xLsU,1,tweet daily fukushima japan global nuclear disasteramp chernobyl ppl dont care hope humanity cgt,8
7256,nuclear disaster,"Hammersmith, London",@DalaiLama then have the biggest nuclear disaster to ever have happened,1,biggest nuclear disaster ever happened,8
7283,nuclear disaster,"Washington, DC",Bombing #Iran would result in a never-ending game of #nuclear whack-a-mole. Here's why: http://t.co/6exS23MUy3 http://t.co/l9iDheROtj,1,bombing iran would result neverending game nuclear whackamole heres why,8
7568,outbreak,"Stockholm, Sweden",@SenateMajLdr let's try to do our best to prevent another outbreak of violence by talking to each other both the people and the politics,1,lets try best prevent another outbreak violence talking people politics,8
7582,outbreak,"Los Angeles, CA",Legionnaires' Disease: What's Being Done to Stop Deadly Outbreak: The worst-ever outbreak of Legio... http://t.co/0ubG9wFyge #losangeles,1,legionnaires disease whats done stop deadly outbreak worstever outbreak legio losangeles,8
7621,pandemonium,"Leeds, UK",@KhalidKKazi mate they've taken another 2 since I posted this tweet it's pandemonium,1,mate theyve taken another since posted tweet pandemonium,8
7902,radiation emergency,"Burlington, VT",Some of worst radiation exposure from Fukushima meltdown happened 47km northwest-Proof that small emergency planning zones donÛªt cut it,1,worst radiation exposure fukushima meltdown happened northwestproof small emergency planning zone don  t cut,8
7954,rainstorm,"Pioneer Village, KY",'The way you move is like a full on rainstorm and I'm a house of cards',1,the way move like full rainstorm im house cards,8
8181,rescuers,Phoenix,When Rescuers Found Him He Was Barely Alive. But They Had No Idea He Was Allergic To THIS! http://t.co/VecmsiUUh1,1,rescuer found barely alive idea allergic this,8
8247,rioting,no_location,Bloody hell it's already been upgraded to 'rioting'. #hyperbole #saintsfc,1,bloody hell already upgraded rioting hyperbole saintsfc,8
8266,rioting,no_location,@BLutz10 People aren't rioting because justice has been served and that murderer is behind bars. Simple! No justice=no peace Justice=peace.,1,people rioting justice served murderer behind bars simple justiceno peace justicepeace,8
8287,rioting,no_location,Football hooligan jailed for rioting before game in Scotland was already banned from matches in England #UkNews http://t.co/q5mp2Q6Hy8,1,football hooligan jailed rioting game scotland already banned match england uknews,8
8528,screaming,no_location,"#NoChillLukeHammings
IM SCREAMING",1,nochilllukehammings im screaming,8
8577,screams,"Melbourne, Australia.",@OllyMursAus I do feel sorry for him! He is not a piece of meat! He is a nice guy... People don't need to rush him and screams in his face!,1,feel sorry him piece meat nice guy people need rush scream face,8
8584,screams,5-Feb,When you go to a concert and someone screams in your ear... Does it look like I wanna loose my hearing anytime soon???,1,go concert someone scream ear look like wanna loose hearing anytime soon,8
8762,siren,Brizzle City !,@tomarse99 they all are intending to go. Just waiting for winds to drop. Siren just gone off to signal they allowed to leave arena.none gone,1,intending go waiting wind drop siren gone signal allowed leave arenanone gone,8
8780,siren,no_location,The real question is why is the tornado siren going off in Dyersburg?,1,real question tornado siren going dyersburg,8
8786,siren,Flipadelphia,@SoonerMagic_ I mean I'm a fan but I don't need a girl sounding off like a damn siren,1,mean im fan need girl sounding like damn siren,8
8802,sirens,they/them ,my dad said I look thinner than usual but really im over here like http://t.co/bnwyGx6luh,1,dad said look thinner usual really im like,8
8816,sirens,Hollywood,@TravelElixir Any idea what's going on? I hear no sirens but this damn helo is flying so low my apt is shaking!,1,idea whats going on hear siren damn helo flying low apt shaking,8
8872,smoke,no_location,@BillMcCabe  sky looks clear.... No smoke from the fires. Enjoy your time in Tahoe. One of my favorite places!,1,sky look clear smoke fires enjoy time tahoe one favorite places,8
8926,snowstorm,no_location,@PyrBliss ah I remember those days. In a snowstorm too.,1,ah remember days snowstorm too,8
9211,suicide bombing,no_location,Remembering Rebecca Roga 40 of the Philippines. murdered by Hamas terrorists in the suicide bombing of Egged bus No. 361,1,remembering rebecca roga philippines murdered hamas terrorist suicide bombing egged bus no,8
9215,suicide bombing,no_location,Malik Saadthe best police officer produced by KPdied in a suicide bombing on 27 Jan 2007he was more than a brother to me. #KPPolice.,1,malik saadthe best police officer produced kpdied suicide bombing jan brother me kppolice,8
9218,suicide bombing,Principality of Zeron,@RayquazaErk There are Christian terrorists to be sure but I don't suicide bombing is employed often as it is in Islamic groups.,1,christian terrorist sure suicide bombing employed often islamic groups,8
9238,suicide bombing,no_location,Remembering Mordechai Yehuda Friedman 24 of Ramat Beit Shemesh; murdered by Hamas terrorists in the suicide bombing of Egged bus No. 361,1,remembering mordechai yehuda friedman ramat beit shemesh murdered hamas terrorist suicide bombing egged bus no,8
9239,suicide bombing,no_location,Remembering Marlene Menahem 22 of Moshav Safsufa;  murdered by Hamas terrorists in the suicide bombing of Egged bus No. 361,1,remembering marlene menahem moshav safsufa murdered hamas terrorist suicide bombing egged bus no,8
9355,survived,?,@TheSmallClark 'He'll kill me instead if he survived the shot. I don't exactly know. I fled the scene and pulled the trigger with---,1,hell kill instead survived shot exactly know fled scene pulled trigger with,8
9382,survived,U.K.,Well said Sir. My cousin was a POW. Brutally treated. Survived but never talked about it. The bombing was justified https://t.co/SuDkK1wEEZ,1,well said sir cousin pow brutally treated survived never talked it bombing justified,8
9738,tragedy,houston,@itss_selenaluna like a beautiful ass tragedy lol,1,like beautiful as tragedy lol,8
9755,tragedy,Jamaica,Rt hirochii0: There is no country that making fun of Hiroshima 's tragedy but Korea. http://t.co/And1Btizao #Indonesia #Malaysia #Jamaica #Û_,1,rt country making fun hiroshima s tragedy korea indonesia malaysia jamaica  _,8
9883,traumatised,no_location,@disneyIrh so traumatised im ???? http://t.co/TATZfK63Ch,1,traumatised im ,8
9931,trouble,no_location,OH MY GOD RYANS IN TROUBLE http://t.co/ADIp0UnXHU,1,oh god ryans trouble,8
9960,tsunami,no_location,So did we have a hurricane tornado tsunami? Someone please tell me what the hell happened #nopower,1,hurricane tornado tsunami someone please tell hell happened nopower,8
9976,tsunami,Kleenex factory,An optical illusion - clouds rolling in over the mountains looks like a Tsunami - Geneva - Switzerland http://t.co/EyEVZIoPg1,1,optical illusion cloud rolling mountain look like tsunami geneva switzerland,8
9989,tsunami,but i love kaylen ??,I hope this tsunami clears b4 i have to walk outside to my car ????,1,hope tsunami clear walk outside car ,8
9992,tsunami,no_location,and i dont get waves of missing you anymore theyre more like tsunami tides in my eyesss,1,dont get wave missing anymore theyre like tsunami tide eyes,8
10008,twister,no_location,It's alil twister at Tha end to! I was like oh nah ??,1,alil twister tha end to like oh nah ,8
10339,weapons,"Houston, TX",I'm sorry but if you have to resort to weapons to settle something you're a pussy win or lose take your shit like a man &amp; leave it at that,1,im sorry resort weapon settle something pussy win lose take shit like man amp leave,8
10340,weapons,"Ely, Cambridgeshire",Incredulous at continued outcry of welfare being a waste of taxpayers money but never similar objection to å£100bn on nuclear weapons,1,incredulous continued outcry welfare waste taxpayer money never similar objection   nuclear weapon,8
10344,weapons,Beirut/Toronto,Friendly reminder that the only country to ever use nuclear weapons is the U.S. And it was against civilians. https://t.co/7QrEPylLUK,1,friendly reminder country ever use nuclear weapon us civilians,8
10349,weapons,England,Hiroshima and Nagasaki I remember all those killed in alleged US war crimes using nuclear weapons https://t.co/NDxrK2NCLN #USWarCrimes,1,hiroshima nagasaki remember killed alleged u war crime using nuclear weapon uswarcrimes,8
10420,whirlwind,no_location,Feel like I've got no control of anything that goes on in my life at the minute. #whirlwind #drained,1,feel like ive got control anything go life minute whirlwind drained,8
10446,wild fires,no_location,God forbid this is true #California has enough problems with severe #drought &amp; #wild fires. http://t.co/CMsgexM4FC #Nuclear Power #SanOnofre,1,god forbid true california enough problem severe drought amp wild fires nuclear power sanonofre,8
10458,wild fires,nap central,Wild fires freak me the fuck out. Like hell no,1,wild fire freak fuck out like hell,8
10763,wreckage,no_location,The first piece of wreckage from the first-ever lost Boeing 777 which vanished back in early March along with the 239 people on board has,1,first piece wreckage firstever lost boeing vanished back early march along people board,8
10853,no_keyword,no_location,Father-of-three Lost Control of Car After Overtaking and Collided #BathAndNorthEastSomerset http://t.co/fa3FcnlN86,1,fatherofthree lost control car overtaking collided bathandnortheastsomerset,8
