id,keyword,location,text,target,preprocessed_text,predicted_label
1556,bomb,Ireland,The crew on #EnolaGay had nuclear bomb on board disarmed. 15 mins to #Hiroshima they got ready to arm Little Boy http://t.co/JB25fHKe6q,1,crew enolagay nuclear bomb board disarmed min hiroshima got ready arm little boy,1
1561,bomb,"Edmonton, Alberta",I came up with an idea of a fragrance concept for a bath bomb called The Blood of my Enemies. So you can say that's what you bathe in.,1,came idea fragrance concept bath bomb called blood enemies say thats bathe in,1
1574,bomb,"Odawara, Japan","Oops.
H bomb lost 70 miles off the Okinawan coast.
Fell off the ship 1965.
http://t.co/yVsJyzwxJR",1,oops h bomb lost mile okinawan coast fell ship ,1
1633,bombing,no_location,The cryptic words that guided pilots on the Hiroshima bombing mission http://t.co/FCe0K1Ihti,1,cryptic word guided pilot hiroshima bombing mission,1
1636,bombing,"Sydney, Australia",Today marks the 70th anniversary of the bombing of Hiroshima a city I visited and was humbled by in November 2013 http://t.co/AcC1z5Q9Zw,1,today mark anniversary bombing hiroshima city visited humbled november,1
1639,bombing,no_location,The cryptic words that guided pilots on the Hiroshima bombing mission http://t.co/nSS5L64cvR #canada,1,cryptic word guided pilot hiroshima bombing mission canada,1
1646,bombing,no_location,The cryptic words that guided pilots on the Hiroshima bombing mission http://t.co/39IAbcC5pK,1,cryptic word guided pilot hiroshima bombing mission,1
1710,bridge collapse,no_location,Mexico: construction of bridge collapse killsåÊone http://t.co/I2C00FcOwb http://t.co/jAAgcFaRTW,1,mexico construction bridge collapse kills  one,1
1739,buildings burning,Ziam af ,"Messi: has tattoos so he can't donate blood
Ronaldo: runs into burning buildings to save dogs #respect",1,messi tattoo cant donate blood ronaldo run burning building save dog respect,1
1774,buildings on fire,New Hampshire,Video:  Fire burns two apartment buildings and blows up car in Manchester http://t.co/5BGcw3EzB5,1,video fire burn two apartment building blow car manchester,1
1836,burned,no_location,All you have to do is look up sports riots on google and you'll see more than couches being burned.. You fr gotta go https://t.co/P1AmgINsYs,1,look sport riot google see couch burned fr gotta go,1
1842,burned,"Oakland, CA",Burned dog finds new home with young burn victim http://t.co/Pqrjvgvgxg,1,burned dog find new home young burn victim,1
1885,burning,Gameday,.@StacDemon with five burning questions for Chris Mullin and St. JohnÛªs in 2015-16: http://t.co/NmRVTHkvAh #SJUBB,1, five burning question chris mullin st john  s sjubb,1
1959,burning buildings,"Nelspruit, South Africa",Strikers in Phalaborwa striking over the CHINESE taking their jobs. Strikers burning buildings attacking cars 2... http://t.co/08LnGClZsj,1,striker phalaborwa striking chinese taking jobs striker burning building attacking car ,1
1968,burning buildings,"Epic City, BB.",I Pledge Allegiance To The P.O.P.E. And The Burning Buildings of Epic City. ??????,1,pledge allegiance pope burning building epic city ,1
2014,casualties,Philippines,Civilian casualties rise as Afghan war intensifies in 2015-- http://t.co/NnylXhInPx,1,civilian casualty rise afghan war intensifies ,1
2031,casualties,USA,'American Weapons and Support Are Fueling a Bloody Air War in Yemen' http://t.co/7aGeAkVn2x,1,american weapon support fueling bloody air war yemen,1
2036,casualties,US,Sharp rise in women children casualties in Afghan war UN says http://t.co/0CXm5TkZ8y http://t.co/v5aMDOvHOT,1,sharp rise woman child casualty afghan war un say,1
2045,casualties,UK,News Wrap: UN warns female and child casualties are on the rise in Afghanistan http://t.co/vSvY1qe69t #pbs #iraq,1,news wrap un warns female child casualty rise afghanistan pbs iraq,1
2056,casualties,"Northern Kentucky, USA",@irishspy What you don't think the Allies should have just sucked up 1 million casualties?,1,think ally sucked million casualties,1
2069,casualty,"El Dorado, KS",@ThomasHCrown My grandfather was set to be in the first groups of Marines to hit Japan in Operation Olympic. 95% casualty rate predictions,1,grandfather set first group marine hit japan operation olympic casualty rate prediction,1
2161,catastrophic,"Piedmont Area, North Carolina",Following a catastrophic injury acute medical care takes precedent.  PTSD often follows in it's wake undetected... http://t.co/BZkqpl6R0a,1,following catastrophic injury acute medical care take precedent ptsd often follows wake undetected,1
2213,chemical emergency,Ukraine and Ireland,Russian nuclear-biological-chemical (NBC) brigade 'emergency response' exercise in Southern MD http://t.co/Ul5XdblmBk http://t.co/VjHpVLnbaw,1,russian nuclearbiologicalchemical nbc brigade emergency response exercise southern md,1
2219,chemical emergency,http://www.amazon.com/dp/B00HR,USA: BREAKING NEWS: CHEMICAL SPILL/EVACUATIONS/RED CROSS EMERGENCY http://t.co/007Npen6LG,1,usa breaking news chemical spillevacuationsred cross emergency,1
2233,chemical emergency,"Evanston, IL",Emergency units simulate a chemical explosion at NU: Suppose a student in the research labs at NorthwesternÛ_ http://t.co/0NR4DPjgyL,1,emergency unit simulate chemical explosion nu suppose student research lab northwestern _,1
2238,chemical emergency,"Evanston, IL",Emergency units simulate a chemical explosion at NU: Suppose a student in the research labs at NorthwesternÛ_ http://t.co/ExitLxgIsJ,1,emergency unit simulate chemical explosion nu suppose student research lab northwestern _,1
2251,chemical emergency,"Orbost, Victoria, Australia","Lindenow: 3:15pm
Emergency crews are at a chemical spill in the main street near Church Street",1,lindenow emergency crew chemical spill main street near church street,1
2275,cliff fall,no_location,Fall off a cliff please  https://t.co/4vWSL2Gfp0,1,fall cliff please,1
2340,collapse,#Bummerville otw,Why did I come to work today.. Literally wanna collapse of exhaustion,1,come work today literally wanna collapse exhaustion,1
2370,collapsed,no_location,Bay District coaches learn CPR during medical course: PANAMA CITY ÛÓ An athlete collapsed on the field. Coaches... http://t.co/KFkaosh0KH,1,bay district coach learn cpr medical course panama city    athlete collapsed field coaches,1
2375,collapsed,Suplex City,@durrellb Prices here are insane. Our dollar has collapsed against the US and it's punishing us. Thanks for the info.,1,price insane dollar collapsed u punishing us thanks info,1
2443,collide,"Medford, NJ",#TheDoolingGroup 2 injured when 2 school buses collide - åÊ #BREAKING: School bus slams into school bus in Bordento... http://t.co/YQHfio9XQm,1,thedoolinggroup injured school bus collide    breaking school bus slam school bus bordento,1
2459,collided,"Peterborough, On",#Newswatch: 2 vehicles collided at Lock and Lansdowne Sts in #Ptbo. Emerg crews on their way,1,newswatch vehicle collided lock lansdowne sts ptbo emerg crew way,1
2470,collided,From a torn up town MANCHESTER,Two cars collided following shotgun fire in Denton http://t.co/0r03C6njLI,1,two car collided following shotgun fire denton,1
2488,collided,"Peterborough, Ont.",#Newswatch: 2 vehicles collided at Lock and Lansdowne Sts in #Ptbo. Emerg crews on their way,1,newswatch vehicle collided lock lansdowne sts ptbo emerg crew way,1
2505,collision,'soooota,@Zojadelin you literally almost had a head on collision with us today on pilot knob,1,literally almost head collision u today pilot knob,1
2534,collision,"Denver, Colorado",Motorcyclist bicyclist injured in Denver collision on Broadway http://t.co/UpPwxDA4yd,1,motorcyclist bicyclist injured denver collision broadway,1
2538,collision,no_location,"my favorite lady came to our volunteer meeting
hopefully joining her youth collision and i am excite http://t.co/Ij0wQ490cS",1,favorite lady came volunteer meeting hopefully joining youth collision excite,1
2546,collision,"Denver, Colorado",Motorcyclist bicyclist injured in Denver collision on Broadway http://t.co/ZL7ojdAj3u,1,motorcyclist bicyclist injured denver collision broadway,1
2547,collision,"Denver, Colorado",Motorcyclist bicyclist injured in Denver collision on Broadway: http://t.co/241cN8yxjq by @kierannicholson,1,motorcyclist bicyclist injured denver collision broadway,1
2566,crash,no_location,Deliver Value: A Cash Source Crash Course http://t.co/st5fGBLsYe #course http://t.co/0uK0H9hOzn,1,deliver value cash source crash course course,1
2609,crashed,no_location,Bin Laden family plane crashed after 'avoiding microlight and landing too far down runway': Three members of t... http://t.co/mFJxh4p51U,1,bin laden family plane crashed avoiding microlight landing far runway three member t,1
2614,crashed,"Va Beach, Virginia",#UK Bin Laden family plane crashed after 'avoiding microlight and landing too far down runway': Three members ... http://t.co/fQj0SqU3lG,1,uk bin laden family plane crashed avoiding microlight landing far runway three member ,1
2617,crashed,The Pig Sty,&gt; Bin Laden family plane crashed after 'avoiding microlight and landing too far down runway... http://t.co/Tu9cgLmgVR #rochdale #heywood,1,gt bin laden family plane crashed avoiding microlight landing far runway rochdale heywood,1
2627,crashed,"Pakistan, Islamabad",Pak Army Helicopter crashed in Mansehra.,1,pak army helicopter crashed mansehra,1
2629,crashed,no_location,Pakistan says army helicopter has crashed in country's restive northwest killing at least 8 http://t.co/QV1RMZI3J1,1,pakistan say army helicopter crashed countrys restive northwest killing least,1
2631,crashed,no_location,#News Bin Laden family plane crashed after 'avoiding microlight and landing too far down runway' http://t.co/x9MDHocpda,1,news bin laden family plane crashed avoiding microlight landing far runway,1
2632,crashed,London,This guy bought my car on Tuesday police knocked my door yday cos he crashed n ran &amp; 2day he text me asking not to send the log book????????,1,guy bought car tuesday police knocked door yday co crashed n ran amp text asking send log book,1
2637,crashed,Islamabad,Army sources say 12 persons on board including a team of doctors die in helicopter crashed near Mansehra. weather seems to be cause of crash,1,army source say person board including team doctor die helicopter crashed near mansehra weather seems cause crash,1
2647,crashed,no_location,"f496D mhtw4fnet

Pakistan says army helicopter has crashed in country's restive northwest  - Fox News",1,pakistan say army helicopter crashed countrys restive northwest fox news,1
2648,crashed,International ,TTW Today's News: Bin Laden family plane crashed after 'avoiding microlight and landing too far down runway'  http://t.co/BUMzvmwAM3,1,ttw todays news bin laden family plane crashed avoiding microlight landing far runway,1
2826,cyclone,Vancouver (HQ) and worldwide,Cyclone Komen devastates families in Myanmar this week. We need to help them today: http://t.co/fCujsIOyQO,1,cyclone komen devastates family myanmar week need help today,1
2832,cyclone,Beside Basketball,Talent: Misdirection Cyclone Pass Ignite Pass Vanishing Drive Phantom Shot  #KurokoBot,1,talent misdirection cyclone pas ignite pas vanishing drive phantom shot kurokobot,1
2849,cyclone,no_location,WFP - WFP Delivers Food To 165000 Bangladesh Flood Victims After Tropical Cyclone Komen: DHAKA ÛÒThe United Na... http://t.co/fukbBeDfGx,1,wfp wfp delivers food bangladesh flood victim tropical cyclone komen dhaka   the united na,1
2973,dead,no_location,beforeitsnews : Hundreds feared dead after Libyan migrant boat capsizes during rescue Û_ http://t.co/MjoeeBDLXn) http://t.co/fvEn1ex0PS,1,beforeitsnews hundred feared dead libyan migrant boat capsizes rescue  _,1
3060,deaths,"Voorhees, NJ",1/2 of the deaths in red-light running crashes are pedestrians bicyclists &amp; other vehicle occupants that are hit by the red-light runners.,1, death redlight running crash pedestrian bicyclist amp vehicle occupant hit redlight runners,1
3150,debris,"Bristol, UK",Interesting: MH370: Aircraft debris found on La Reunion is from missing Malaysia Airlines ... - ABC ... http://t.co/950xIJhnVH Please RT,1,interesting aircraft debris found la reunion missing malaysia airline  abc please rt,1
3199,deluge,Newcastle upon Tyne,Here I'm the UK there isn't a deluge of Canadian themed tops around...The timing was perfect. I can't quite believe it. Mad.,1,im uk deluge canadian themed top aroundthe timing perfect cant quite believe it mad,1
3270,demolish,"Port Harcourt, Nigeria",Enugu Government to demolish illegal structures at International Conference Centre http://t.co/ouYLwuIXcs,1,enugu government demolish illegal structure international conference centre,1
3397,demolition,"California, USA",Seven Chinese Christians Are Detained Amid Widespread Anger Over Cross Demolition http://t.co/65xR1p9sOO,1,seven chinese christian detained amid widespread anger cross demolition,1
3404,derail,"Washington, D.C.",HereÛªs what caused a Metro train to derail in downtown D.C. http://t.co/ImTYgdS5qO,1,here  s caused metro train derail downtown dc,1
3489,derailed,L'Enfant Plaza Metro Station,1 of those days when ya don't realize till already in transit that a train DERAILED at the Metro St closest to work?? https://t.co/QYX5ThkRbH,1,day ya realize till already transit train derailed metro st closest work,1
3532,derailment,Mumbai,Mumbai24x7 Helping Hand: In Mumbai 2 TTEs take charge of helpline to calm anxious relatives - The Ind... http://t.co/tUARYIJpqU #Mumbai,1,helping hand mumbai ttes take charge helpline calm anxious relative ind mumbai,1
3550,derailment,India,Helping Hand: In Mumbai 2 TTEs take charge of helpline to calm anxious relatives - The Indian Exp... http://t.co/B9KUylcxg4 MumbaiTimes,1,helping hand mumbai ttes take charge helpline calm anxious relative indian exp mumbaitimes,1
3650,destroy,"Virginia, USA",destroy the free fandom honestly,1,destroy free fandom honestly,1
3664,destroy,no_location,@Beyonce @NicoleKidman @Oprah these money grubbing kikes need to get a clueI have no money but I can still destroy with telekinesis. Watch.,1,money grubbing kike need get cluei money still destroy telekinesis watch,1
3826,detonate,no_location,@channelstv:That's why terrorism is not d war for d army but for Intel agents who can counter their moves before they detonate their bombs.,1,thats terrorism war army intel agent counter move detonate bombs,1
3837,detonate,Worldwide,Apollo Brown - Detonate (Ft. M.O.P.) https://t.co/NlJVP3Vfyz #FIYA!,1,apollo brown detonate ft mop fiya,1
3893,detonation,Brisbane.,"We are on our way to Hiroshima.
Today is the 70th anniversary of the detonation of the atomic bomb.",1,way hiroshima today anniversary detonation atomic bomb,1
3949,devastation,no_location,I'm in utter shock and devastation you don't go to work to be left feeling how I do now. Life really is too short ??,1,im utter shock devastation go work left feeling now life really short ,1
3990,devastation,"Denver, CO",$10M SETTLEMENT attained using our illustrations to help jurors understand the true devastation of internal injuries: http://t.co/2BaXg1WdPP,1, settlement attained using illustration help juror understand true devastation internal injuries,1
4021,disaster,no_location,#Metepec #Mexico - ?NIGHT DISASTER?...E(Oficial) @ #NitClub #mÌ¼sica #mÌ¼sica http://t.co/WTfJF9jjzs,1,metepec mexico night disastereoficial nitclub m  sica m  sica,1
4032,disaster,Dappar (Mohali) Punjab,@Gurmeetramrahim #MSGDoing111WelfareWorks Green S welfare force ke appx 65000 members har time disaster victim ki help ke liye tyar hai....,1, green welfare force ke appx member har time disaster victim ki help ke liye tyar hai,1
4080,displaced,Nigeria,Angry Woman Openly Accuses NEMA Of Stealing Relief Materials Meant For IDPs: An angry Internally Displaced wom... http://t.co/TEq7SrI57P,1,angry woman openly accuses nema stealing relief material meant idps angry internally displaced wom,1
4116,drought,"San Francisco , CA",ItÛªs time to do away with drought.Check out how the #cloud #IOT are helping conserve water http://t.co/nnv3zwVANt,1,it  s time away droughtcheck cloud iot helping conserve water,1
4142,drought,Los Angeles,We happily support mydrought  a project bringing awareness to the LA drought. Track your waterÛ_ https://t.co/2ZvhX41I9v,1,happily support mydrought project bringing awareness la drought track water _,1
4172,drown,Portugal,I can't drown my demons they know how to swim,1,cant drown demon know swim,1
4238,drowned,"San Francisco, CA",80 tons of cocaine worth 125 million dollars drowned in #Alameda .....now that's a American drought #coke,1,ton cocaine worth million dollar drowned alameda now thats american drought coke,1
4356,earthquake,One World,Some of the aftershocks can be just as big as the initial earthquake.~ http://t.co/HKbPqdncBa,1,aftershock big initial earthquake,1
4378,earthquake,no_location,Contruction upgrading ferries to earthquake standards in Vashon Mukilteo: The upgrades will bring the vulnera... http://t.co/Au5jWGT0ar,1,contruction upgrading ferry earthquake standard vashon mukilteo upgrade bring vulnera,1
4463,electrocuted,USA,South Side factory where worker electrocuted pays $17000 penalty #Columbus - http://t.co/N8EzfCTfcE,1,south side factory worker electrocuted pay penalty columbus ,1
4499,emergency,New York,Survival Kit Whistle Fire Starter Wire Saw Cree Torch Emergency Blanket S knife  - Full reÛ_ http://t.co/cm7HqwWUlZ http://t.co/KdwAzHQTov,1,survival kit whistle fire starter wire saw cree torch emergency blanket knife full re _,1
4523,emergency,We are global!,SF Asian Women's Shelter crisis line (415) 751-0880. Emergency shelter/support services 4 non-English speaking Asian women &amp; children.,1,sf asian womens shelter crisis line  emergency sheltersupport service nonenglish speaking asian woman amp children,1
4539,emergency,Five down from the Coffeeshop,Came across this fire video not mine..enjoy..#fire #firemen #firetruck #emergency #rescue #911 #summertime #sirensÛ_ http://t.co/hcYAJsAcfJ,1,came across fire video mineenjoyfire firemen firetruck emergency rescue summertime sirens _,1
4542,emergency,no_location,Denali wolf population declined from 143 in 2007 2 just 48 in 2015. Reinstate emergency buffer zone #ProtectDenaliWolves @Alaska @adndotcom,1,denali wolf population declined reinstate emergency buffer zone protectdenaliwolves,1
4543,emergency,no_location,@chowtaxis of Newport a big thanks for the emergency run to pick Jackie up from Bristol temple messages much appreciated,1,newport big thanks emergency run pick jackie bristol temple message much appreciated,1
4602,emergency services,"USA, Alabama",Sustainability Task Force Presents Levy to Fund Emergency Services - WDTV http://t.co/2FiBE2HAXC,1,sustainability task force present levy fund emergency service wdtv,1
4606,emergency services,"London, UK",I am not an American but I have family who have served in the military work in the emergency services and work in... http://t.co/Pl2VzLrKVK,1,american family served military work emergency service work in,1
4608,emergency services,no_location,We're #hiring! Click to apply: RN II/EMERGENCY SERVICES/FT/7P-7A - http://t.co/NV3Uxv9IMX #Nursing #Houston TX http://t.co/ej30IhrEA9,1,were hiring click apply rn iiemergency servicesft nursing houston tx,1
4678,engulfed,no_location,#RaheelSharif is manifesting how one RIGHT man at the helm can save a Sinking Ship engulfed in a Dark-Stormy-Tidal-Sea. Well Done.,1,raheelsharif manifesting one right man helm save sinking ship engulfed darkstormytidalsea well done,1
4689,engulfed,USA,Car engulfed in flames backs up traffic at ParleyÛªs Summit http://t.co/RmucfjCaZr,1,car engulfed flame back traffic parley  s summit,1
4775,evacuated,"Manchester, UK",Trafford Centre film fans angry after Odeon cinema evacuated following false fire alarm http://t.co/pFMn63VnAm http://t.co/vKwqbOJFJc,1,trafford centre film fan angry odeon cinema evacuated following false fire alarm,1
4831,evacuation,"Chevy Chase, MD",So the IFAK is an 'individual first aid kit' to treat a single trauma victim I think I should create the EFAK or evacuation first aid kit,1,ifak individual first aid kit treat single trauma victim think create efak evacuation first aid kit,1
4895,explode,no_location,@allen_enbot If you mess up it's gonna explode...,1,mess gonna explode,1
4964,explosion,no_location,Another Mechanical Mod Explosion: Man Injured When a 'Pharaoh' Mod Blows Up in His Hand - http://t.co/O82yVXbztv http://t.co/N5KmxuVeRg,1,another mechanical mod explosion man injured pharaoh mod blow hand ,1
5032,eyewitness,Stay Fly?,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL TeamÛ_ http://t.co/NXtWXJCAVh http://t.co/oL8ESFRGLE,1,lone survivor eyewitness account operation redwing lost hero seal team _,1
5034,eyewitness,no_location,How ÛÏLittle BoyÛ Affected the People In Hiroshima ÛÒ Eyewitness Testimonials http://t.co/mUAnfWcRW9,1,  little boy  affected people hiroshima    eyewitness testimonial,1
5046,eyewitness,UK,RT patrickjbutler: Excellent damiengayle eyewitness account of Kids Company closure: 'You drop the bomb and expectÛ_ http://t.co/pHH1VmLfoo,1,rt patrickjbutler excellent damiengayle eyewitness account kid company closure you drop bomb expect _,1
5085,famine,no_location,@FinancialTimes Ethiopian regimes continue receiving foreign aid when famine struck for 2 years eastern Ethiopia  https://t.co/2fGgzQn1v4,1,ethiopian regime continue receiving foreign aid famine struck year eastern ethiopia,1
5106,famine,Telangana,Maratha raiders scorched their lands &amp; Punjab refused them food aid during the 1943 famine wonder if Bengalis harbor some 'hard feelings',1,maratha raider scorched land amp punjab refused food aid famine wonder bengali harbor hard feelings,1
5117,fatal,"Anchorage, AK",APD investigating fatal shooting of 3 year old child in southeast Anchorage http://t.co/qYccvUubkr,1,apd investigating fatal shooting year old child southeast anchorage,1
5132,fatal,no_location,California man facing manslaughter charge in Sunday's wrong-way fatal crash in ... - http://t.co/1vz3RmjHy4: Ca... http://t.co/xevUEEfQBZ,1,california man facing manslaughter charge sundays wrongway fatal crash  ca,1
5136,fatal,"Haddonfield, NJ",Deputies: Dog dispute leads to fatal shooting in Person County http://t.co/OazgHoZGYa #gunfail #nra,1,deputies dog dispute lead fatal shooting person county gunfail nra,1
5169,fatalities,Cape Town,"City implores motorists not to speed after more reports of animal fatalities near nature reserves
-&gt; http://t.co/hiKF8Mkjsn",1,city implores motorist speed report animal fatality near nature reserve gt,1
5175,fatalities,#WashingtonState #Seattle,"#Seattle's deadliest red light runner intersections revealed
 http://t.co/gHk9Xup6E0",1,seattles deadliest red light runner intersection revealed,1
5200,fatalities,USA,Las Vegas in top 5 cities for red-light running fatalities http://t.co/kC8O81BcHG,1,la vega top city redlight running fatality,1
5202,fatalities,"Avon, OH",...American casualties including 400000ÛÒ800000 fatalities and five to ten million Japanese fatalities.' https://t.co/TxzXCNUDr8,1,american casualty including fatality five ten million japanese fatalities,1
5206,fatalities,"Philadelphia, PA",PolicyLab is at @CECANF's last public hearing in NYC today and tomorrow to address child abuse and neglect fatalities http://t.co/n2cY3Z4TPB,1,policylab s last public hearing nyc today tomorrow address child abuse neglect fatality,1
5367,fire truck,no_location,#reno Truck trailer catches fire in Reno http://t.co/k5FIJaNkJb,1,reno truck trailer catch fire reno,1
5375,fire truck,SouthEast Asia,Former Township fire truck being used in Philippines - Langley Times http://t.co/L90dCPV9Zu #Philippines,1,former township fire truck used philippine langley time philippines,1
5377,fire truck,no_location,Former Township fire truck being used in Philippines: Township of Langley assistant fire chief Pat Walker spen... http://t.co/r6YJw4xcKY,1,former township fire truck used philippines township langley assistant fire chief pat walker spen,1
5380,fire truck,no_location,It's never a good sign when you pull up to work &amp; there's five ambulances &amp; a fire truck in the bay. Wompppp at least it's Friday,1,never good sign pull work amp theres five ambulance amp fire truck bay wompppp least friday,1
5400,fire truck," Nevada Carson City,Freeman St",rgj: Truck trailer catches fire in Reno http://t.co/kAF3WdRmTn,1,rgj truck trailer catch fire reno,1
5403,fire truck,no_location,#Philippines Former Township fire truck being used in Philippines: Û_  of emergency equipment in Cebu Philippi...  http://t.co/aL28RVkqPQ,1,philippines former township fire truck used philippines  _ emergency equipment cebu philippi,1
5409,fire truck,no_location,Jacksonville Fire &amp; Rescue Engine 58 - AWESOME TRUCK! - OFFICIAL JADE FL... https://t.co/ybdSlJw7c1 via @YouTube,1,jacksonville fire amp rescue engine awesome truck official jade fl via,1
5412,first responders,"Nashville, Tennessee",I'm grateful for our first responders - @MNPDNashville @NashvilleFD and others - who acted so swiftly to save countless lives today.,1,im grateful first responder others acted swiftly save countless life today,1
5420,first responders,"Portage, IN / Worldwide",Û÷We Can HelpÛª Says Denver Firefighter Working To Curb First Responder Suicide http://t.co/WtaFaepuKZ,1, we help   say denver firefighter working curb first responder suicide,1
5445,first responders,"Bloomington, Indiana",'We Can Help' Says Denver Firefighter Working To Curb First Responder Suicide http://t.co/aVV6hPNpch,1,we help say denver firefighter working curb first responder suicide,1
