id,text,target
731536036132585472,The goal: create fire-resilient communities in what wld be a uniquely Canadian model #wildfire #FortMacFire #cdnmuni #ubcm #cdnpoli #bcpoli,2
731811403175202821,Maybe we should just burn down our homes cuz they could be flammable and ignite Our home? Uh Wait a sec. FUCK OFF,8
734189825943801856,Thank you for all of your Alberta Wildfire Relief support! Please see our Facebook page for an update:  #fortmcmurray,1
729107770457329664,RT @MrRayhonda: My heart goes out to those who have lost their lives and homes in the massive wildfire in Fort McMurray This is really h,4
728621774372405249,"#Kamloops new car dealers band together to accept new clothing, household items etc for #Fort McMurray wildfire victims.",1
735896779766407169,"Were the #FortMcMurray wildfires really caused by #climatechange? Uh, no. #ymm #FortMacFire #oilsands",2
729686157110456320,Victoria Playhouse #Petrolia #Lambton donated opening night proceeds to wildfire relief in Fort McMurray,1
732962661785346049,Nice article @ScottieUpshall Fort McMurray native Upshall reflects on the damage to his hometown in @PlayersTribune,3
728596240779325444,.@CapitalOneCA Media Release: Capital One Canada Supports Wildfire Relief Efforts in Alberta,1
728723712418123776,RT @ImpactBrassSA: UPDATE: tomorrows concert will be a fundraiser for wildfire relief efforts out in Alberta. Please come out and support,1
729491847823904768,"I added a video to a @YouTube playlist  Wildfire destroys homes in Canadian city; 80,000 ordered evacuated",7
729870945125441536,RT @sconaserves: Finished a 30-level Diploma course? Msg us for a contact email to donate your notes to Gr. 12 wildfire evacuees. #AlbertaS,1
733750628137066497,RT @jana_pruden: Current emergency alerts for both wildfire and winter storm. #Alberta,6
733371987117150209,"RT @GiffordOttawa: ICLRs ‘Insurers Rebuild Better Homes’ helps reduce risk of loss &amp; damage from natural hazards, including wildfire",2
729890709038374912,RT @SpeedReads: Alberta premier: 90 percent of buildings survived Fort McMurray wildfire:,2
733281953890238465,"RT @edmontonjournal: Save some applause for Brian Jean, writes @Graham_Journal",2
730504661401096192,"As MLA for Lesser Slave Lake, @DanielleLarivee stresses she understands the strains of a wildfire evacuation. #ableg #rmwbcouncil",7
728596767827234817,"Perspectivethe Red Cross is accepting donations, everything helps  #WildFire",1
728743896868651008,RT @wpgfirefighter: Our thoughts&amp;prayers-brothers&amp;sister Firefighters&amp; Paramedics in Fort Mac. Be safe fighting those fires Fort Max http,4
732777059697623040,#Attawapiskat donates to #FortMcMurray wildfire relief fund  #redcross #cdnpoli #skpoli #sask #yeg #canpoli #youth,1
728544705865129985,"RT @TheStarPhoenix: From Red Cross donations to radiothons, Saskatchewan steps up to help Fort McMurray evacuees  ht",1
728636346005217281,"RT @CBCEdmonton: A cold one, on us: Labatt Breweries producing canned water for Fort McMurray evacuees  #yeg",1
732809650115104768,RT @MikeHudema: Wow. #Attawapiskat donates to Fort McMurray wildfire relief fund:  #ymmfire #ABfire,1
728680679823835136,RT @wlchronicle: The Chronicle will be adding links for people looking to help those affected by the fire in Fort McMurray. Check out,2
730223340347109376,"RT @NatGeo: See photos of the enormous, heartbreaking wildfire in Alberta that displaced 80,000 people.",7
728592953162252288,Canadians helping Canadians #donate #albertastrong #redcross #canada #help #wildfire,2
733374771870715905,RT @globalnews: Fort McMurray wildfire update: Favourable weather could spell good news for firefighting efforts #ymmfire #ymm,2
729183782796988416,@DaniCim Please pray for Fort McMurray its a few hours from where I live it has a massive wildfire up there that would consume most cities.,4
730156745901772800,RT @UrtheCast: Another look at the #FortMcMurray wildfire. All images:  Donations:,1
729334461762961409,RT @twittem: Inspired by #FortMac 100% of proceeds from this Alberta Wildfire Relief tee will benefit Canadian Red Cross #ymmfire,1
728870660508770304,"DTN Canada: Ask the People: A wildfire in Fort McMurray, AL has destroyed 1,600 buildings and resulted in a m",3
730544984659759104,RT @CBCToronto: Ontario contributes $500K to Fort McMurray wildfire relief,1
732568763397115905,RT @lisabrokop: #FortMcMurray needs us! Entire city evacuated due to massive wildfire. Text RedCross to 30333 to donate $5. #FortMacFire,7
728676997686276097,Canadian Rental Association calls for donations to Fort McMurray wildfire relief,1
729099553547243521,RT @SuzanneTWN: Some good news on another tough day for #YMMfire crews. $44 million raised for Fort McMurray Wildfire Relief. /,1
732259384395452416,REVISED: Satellite maps provide survey of wildfire damage Albertans can use an online mapping application to,3
728911108623372288,RT @AllisonChinchar: MPCA has issued an Air Quality Advisory due to wildfire smoke until 10pm  #ymmfire @DDwx htt,6
732624421538697218,#BC #Sikhs drive $1 million in aid to #FortMac #wildfire evacuees:  #bcpoli #SikhFederation,1
734814182818750464,RT @Christian_LTW: Wanna see us play main stage at Warped?! Help us out!! Spread it like wildfire!,8
731653769021231105,"RT @SaveChildrenCan: Were readying our 3 Child Friendly Spaces today, welcoming #kids &amp; #families affected by the wildfire. #ymmfire",1
732351446822322177,RT @Mix1037FMNews: Heres the skinny on current evacuations. #rmwb @Mix1037radio,7
729284197441933312,"RT @Digitalnun: Praying for all tweeps, esp those celebrating Ascension today, and for the well-being of all affected by the wildfire in Ca",4
728967503175503872,Rex Murphy on the Fort McMurray Wildfire. Coming to the aid of others is what Canadians do!,1
729900769764245504,RT @SpaceflightNow: Striking before and after satellite views show extent of Canadian wildfire’s destruction.,3
728547747515731968,"#BCnews Fort McMurray wildfire: 85,000 hectare beast grows, northern evacuation efforts continue",7
730994089395511297,Well deserved. The effort from emergency services is awe-inspiring. Self care important to continue fight #ymmfire,1
729699540656259073,RT @sierraclub: Alberta officials to inspect town ravaged by Canadian wildfire: Power grid is damaged &amp; the water is undrinkable /,3
728572767277334528,Fort McMurray video shows evacuee’s terrifying wildfire escape  via @torontostar..our thoughts are with you!,7
732864799302881280,#Attawapiskat makes $5K donation to Alta. wildfire relief: Red Cross  #fortmcmurray #firstnation,1
729154799115984896,RT @NEWS1130: BC Wildfire Service says they received two reports of people about to launch drones near 2 fires near Fort St. John.,8
733815907269611520,"Pacesetter Employees Raise Funds for Fort McMurray Wildfire Relief  CALGARY, Alberta--(BUSINESS WIRE)--Pacesetter D",1
728993596217696257,@dan_aykroyd Please encourage Canadian celebrities to help with the Fort McMurray Wildfire disaster. #ymmfire #ymm #ymmstrong #ymmhelps,1
730950491992035329,"After Canada wildfire, a silver lining for businesses yahoo! #Hookers",2
728909922331721728,@MUTTScomics @spca #Alberta - what can be done to rescue abandoned pets? They need help. #ymmfire,1
728749890570838016,"Hi @northwestel. Has your fibre line near High Level, Alberta, been affected by the wildfire?",8
728672411906805760,"RT @Alberta411: Fort McMurray Wildfire MEGA POST • Most expensive disaster in Canadian history at $9 billion • 1,600 Buildings",3
730093408145047552,Official tour of destruction in Fort McMurray,3
729133257124552704,@BreneBrown There are stories here in Canada where some Syrian newcomers are helping the wildfire evacuees. They understand.,1
728691900077715457,"In case anyone at all cares about the 100k Canadians that were/are forced to evacuate their homes in Fort McMurray bc of the wildfire, (1/2)",7
729322309056499712,Who was counting wild fires in N.A. two hundred years ago?,8
731092349275807744,Today the Ss of Blessed Trinity CES will be supporting the Alberta Wildfire victims with a loonie and toonie drive #FortMacFire,1
732361026604142596,More Evacuations From Fort McMurray Wildfire  #Saskatoon #YXE,7
732349515328540672,RT @ctvedmonton: Certain camps north of Fort McMurray evacuated as wildfire grows:  #yeg #ymmfire,7
729010323894632448,⚡️ Fort McMurray wildfire could double in size this weekend help by donating to the red cross Please,1
728583097709637632,#ymmfire evacuees at northern work camps are heading south,7
732280408566534144,"#TheNewsClub Canadian National Railway bridge from Fort McMurray, Alberta. to Edmonton damaged in wildfire - CBC:",3
732934635450064897,RT @JWongGlobalNews: Wildfire officials say strong winds from the west helped push the fire back on areas that were previously burned. #YMM,6
732341876934598656,RT @davidcommon: New mandatory evacuation order for oil camps north of Fort McMurray as wildfire moves in,7
729125880082108417,Pray that the firefighters can contain the wildfire as soon as possible. Pray that no more homes or other structures get destroyed by it.,4
729380845606207488,Rachel Notley says Fort McMurray wildfire not spreading as fast as feared this weekend. Suncor facility not damaged. $SU,6
732004834648281088,RT @MDGreenview16: Wildfire information alert issued for Little Smoky area residents. An evacuation notice has not been issued.,6
729152626139369472,"Rescue workers retrieving pets in aftermath of Canadian wildfire: By Liz Hampton WANDERING RIVER, Alberta (Reuters)",1
729440732965113858,"Fort McMurray Update: Russia offers water bombers, specialists to help fight wildfire in Fort McMurray, Alberta -",1
729692623636561920,CFAX 1070 - Saanich Councillor thinks large scale concert a good idea to fundraise for wildfire victims,1
730140369401208832,"Charities on-site collecting donations, live br",1
732797815248850945,RT @Planetmosh: Wildfire festival needs your help.,4
730144153107988480,"Thanks, @planetlabs for releasing more images to help emergency crews.  #FortMacFire #FortMcMurray",4
732348737926766593,"Growing wildfire forces evacuation of Fort McMurray oilfield camps: Oilsands camps north of Fort McMurray, which",7
730189289481502720,Fort McMurray wildfire: Justin Trudeau to survey damage on Friday,3
734095213061406720,@crudereporter Check out how a Waterloo based #tech company is helping assess wildfire damage in Fort McMurray.,1
728557901443379200,"RT @AM980News: No relief in sight as Fort McMurray wildfire grows to 85,000 hectares.",2
730061168975425537,"Our thoughts go out to the families affected in #FortMcMurray Much appreciation to Fire, EMS and Police #FortMacFire",4
729813856248193025,Max and Ballard are raising $ for Fort McMurray Wildfire Relief:,1
728631063791190016,"#Canadian do great things #Classified, #DavidMyles donate proceeds from song to Fort McMurray wildfire relief",1
728680682977787904,B.C. Wildfire Service rates fire danger as high for south Nanaimo area: NANAIMO – Coastal Fire Centr  #nanaimo,2
733054069502283776,.@RMWoodBuffalo releases higher-resolution before &amp; after pictures to assess wildfire damage #ymmfire,3
732554985494466560,RT @ChrisVarcoe: Varcoe: Evacuees &amp; hotelier keep Fort McMurray hotel open for emergency workers in midst of wildfire.,7
733704009794637825,Fort McMurray wildfire expands into Saskatchewan :( Our thoughts are with the citizens affected #fortmcmurraystrong,4
730910821593669632,RT @GordSteinke: Fort McMurray wildfire likely killed all wildlife in its path: expert #ymmfire #abfire,2
728683795252023296,"RT @UpNewsBot: Labatt brewing water to help those affected by Fort McMurray wildfire Labatt is sending at least 200,000 cans of",1
730155477519106048,Alberta wildfire: Emergency declared in Fort McMurray - BBC News -,6
730868410763116545,So overwhelming when you donate $5 to Canadian Red Cross for the people of Alberta Wildfire ὠ7 May Godbless you ὠ7ὠA❤️ #AlbertaStrong,1
728625710630371330,"RT @REITCanada: Boardwalk REIT Provides Ft. McMurray Wildfire Update - Damage Unknown, Will Reimburse Tenants of 352 Units w/ $1,500 :",3
732611725489524736,Evacuation order expand,7
731494146565754884,RT @NAMB_SBC: Help @SBDRnet provide aid to those affected by Canada wildfire.  #SendRelief,1
728623409022783488,"RT @GeorgeHatcher: #Aviationsafety Co-pilot uninjured;meanwhile, wildfire rages on.They need that water tanker.  htt",9
729075317151698944,Manitoba to send 22 members of disaster response team to help battle Alberta wildfire,1
729452348762808321,"Buildings destroyed by a wildfire in Fort McMurray, Alberta are shown in this May 6, 2016, handout still from video.",3
729096029241413632,Wildfire above Oyama: UPDATE: 4:30 p.m. A helicopter has now joined in the battle against the wildfire above Oyama. The BC Wildfire,6
733296497052155904,An online housing registry for For McMurray evacuees hopes to connect evacuees with Edmonton landlords and resources,7
733710390723416064,RT @DrGurdeepParhar: Try to avoid human-caused forest fires,6
732236641834782720,Premier Notley will update northern Alberta wildfire and relief efforts at 11 a.m. #FortMcMurray,1
732702102070300672,"Fort McMurray wildfire: Several homes damaged in explosion in Dickinsfield, fire in Thickwood:",3
731309824298909696,"Homes are evacuated near Gold Bar, Wash., as a wildfire spreads to over 30 acres. Photo by Snocountyfire7",7
728650323879964672,RT @cfax1070: Island woman drives truck load of donations for Fort McMurray wildfire evacuees #yyj,1
732515298377621504,"The Wall Street Journal: Canada wildfire prompts new evacuation of 8,000 oil-sands workers -",7
729069522720796673,RT @vancouverianbiz: New homes spring up for Fort McMurray evacuees #Canadanews,7
729396493212258304,Best thing Yukoners can do is donate to the Red Cross. This will be a long journey for so many. #ymmfire #Yukon,1
728617478075592704,Dangerous wildfire conditions to persist in western Canada with no significant rainfall in sight,2
733366449935421440,"Five things to know about Blacksand Lodge, which has been destroyed by the wildfire  #AB",2
728816916568006657,RT @CraigScottNDP: Heartening list of ways people are coming together to help Fort McMurray fire refugees,1
730276279887400963,Canadian authorities to airlift thousands trapped by wildfires #worldnews #actu,1
728613019119288320,Evacuations Continue in Wildfire-Struck Alberta: With forest fires continuing to spread in Canada’s oil-patch,7
730559540220039168,Ontario provides $500K for wildfire relief.,1
728648422606114816,Massive convoy underway to move people out of wildfire zone,7
731950837514133505,REVISED: Satellite maps provide survey of wildfire damage | Alberta.ca,3
729429504515416064,"Its almost bone dry out there - careful, even in urban areas. #firedanger",6
732494623122169856,Canada oil workers flee wildfire: Hundreds of oil sands workers are ordered to evacuate camps ne.. #breakingnews,7
728696836568043522,Largest WILDFIRE in Albertas history has forced the residents to leave the city. The wildfire has destroyed,7
735506782425120768,"Crude production restarts as cool weather saps Canadian wildfire  We have some hot, dry conditions coming this wee",2
728809947732058112,"RT @thechrisws: Even fire scientists are stunned by the scale of disruption and damage wrought by the fire, @IvanSemeniuk writes:",3
730454156364894209,Premier says she hopes to give more information to Fort McMurray residents on re-entry to evacuated areas within 2,6
729396706903658496,- our hearts go out to all impacted by the massive forest fires. Please work to support the relief programs around.,4
728712818288005120,please donate to the canadian red cross,1
729188309629571072,RT @NewsBreaksLive: #Rescue #workers #retrieving pets,1
730140121979334656,"Gallery Video, pictures of Fort McMurray wildfire damage media tour.",3
728898694720958464,"B.C. wildfire crosses into Alberta, medical teams to help evacuees - Surrey Leader",1
731939188896043008,Lord God I pray for this family and so many others who lost everything they had in this fire! Lord send out rain!,4
733317393863188481,#YMMFire as Premier @christyclarkbc calls for a national strategy on #wildfires good to review history.,8
729014480147992576,Alberta Premier Rachel Notley on wildfire: I know the people of Fort McMurray want to be back in their homes as soon as possible but retu,2
732556743641731072,Work camps north of Fort McMurray evacuated due to wildfire: Evacuation of 12 camps being called a controlle,7
730836853201342464,RT @OregonOEM: Prepare your home before the start of #wildfire season by cleaning debris from the roof and gutters #OregonEM /,6
729823911895048192,Winnipeg men rescued from Manitoba-Ontario forest fires,1
731849727759638530,RT @paterson_sam: Satellite imagery helps #ymmfire evacuees,7
733520151077773313,@BrianJeanWRP shows grace and resolve under pressure.,1
733186364615729152,#Senators Wire: NHL teams assist in Fort McMurray relief efforts,1
732584373984317440,Alberta has put major oil sands facilities and camps under a mandatory evacuation order as the wildfire,7
732224405217120256,"Alberta Wildfire Emergency Insurance Information, from Lanes Insurance",2
728699563972780032,"Days after they were first evacuated from Fort McMurray, officials started moving the thousands of residents who ..",7
729621224184119297,Single tweet confirms woman’s Fort McMurray home was destroyed in wildfire: Meranda Bos is among few Fort McM,3
732981913338667008,Touching story of family/community coming together during a devastating time. Thoughts to all impacted #FortMacFire,4
732333640638664705,Last week we were able to donate $520 to the Canadian Red Cross for wildfire disaster relief. This week we are,1
732598357948948482,"RT @GlobalCalgary: Wood Buffalo officials say precautionary evacuation of work camps because of wildfire now impacting 8,000 people",7
729411491992993792,Russia wildfire aid offer still in limbo: Russian offer to send heavy water bombers to fight Fort Mac fire in limbo,1
728659696962314241,@TheYoungTurks Syrian refugees helping out fort mac wildfire victims in Canada. Please cover this story. #FortMacFire,4
728666531861762049,Fort McMurray wildfire: Red Cross set up a family reunification phone number for Fort McMurray evacuees:,7
732683934627024896,".@AlbertaEd FAQ for students, parents and educators about schools affected by #ymmfire:",2
729731823002103809,RT @ChristinaNDP: My thoughts are with all Albertans evaculated from the Fort McMurray region due to wildfire as well as the first responde,4
729698610384764928,RT @DaveMustaine: My thoughts and prayers go out to our neighbors in Canada Hopes rise in Canadian wildfire battle,4
729216764677128192,RT @Muellerforlife2: Canadian #RedCross volunteers giving - as always - helping families forced from homes by Alberta wildfire #ABfire htt,1
733008216766828546,@JustinTrudeau @RachelNotley @jkenney we need immediate help in this province this is negligence on fed prov gov,9
731337457908637696,I love that the kitty survived.,4
729112469080182784,RT @AFNAlberta1: Many First Nations opened their communities &amp;homes 2evacuees &amp; made generous donations 2Red Cross.. across AB.,1
729153892911583234,@WWETheBigShow have you donated to help aid people affected by the wildfire?,1
729445190411255808,Thoughts are with all the Mums &amp; their families today!,4
729346476611112961,RT @RealMickFoley: .@FightOwensFight &amp; @MmmGorgeous started a fund to help those devastated by the #FtMcMurray wildfire. Donate here :,1
735579216721285120,Fort McMurray forestry industry braces for wildfire damage reports,3
735982627392348160,RT @604Now: 200 #BC firefighters head over to #FortMcMurray to assist in wildfire,1
728642273877975040,NewsAlert: Alberta to provide cash to evacuees: Massive convoy underway to move Fort McMurray wildfire evacuees,1
735592857428451329,In The Press – Donations to the Red Cross for wildfire relief exceed $100M: As much of Alberta experienced a wet,1
733321295694172161,Ingersoll band will perform at benefit concert to support Fort McMurray wildfire victims,1
730481527713189888,"Provincial government, Red Cross start distributing emergency funds to wildfire evacuees: The Alberta Governm",1
729729309439459328,Fellowship.ca - Alberta Wildfire Relief,2
728777189781463041,From The Ashes – Alberta Wildfire Relief Tee #FortMacFire #FortMcMurray #FortMac #abfires,1
728579161753845760,"A big thank you to all @LondonDrugs customers! You have donated $15,000 to @redcrosscanada for wildfire relief! #MuchLove",1
731503569799512065,RT @MelissaVHerald: Bring your bottles to the @enmaxcentre until 4pm. Proceeds help Fort McMurray wildfire relief. #yql #ymm,1
731118092865130496,Fort #McMurray Damage Revealed as #Wildfire Moves South  via @AIRWorldwide,3
728727720327155712,Rex Murphy | Fort McMurray Wildfire  #ymmfire #RedCross #donate #iputmymoneywheremymouthis #ymm,1
729306616890187776,"RT @sam_theplumber: Here is a comparison of the size of this out of control fire. Please donate, the people need our help #yymfire /",1
729769583662403584,RT @MikeOGlobal: Feds and Alberta reject international offers of firefighting assistance for Fort McMurray wildfire. #ymmfire,2
730534536258289664,"RT @SteinTime44: So many hockey memories were destroyed my championship ring (with #BSens in 2010-11), my jersey from Ottawa :",8
728930249585496065,Canadian brewery sends cases of water to wildfire zone: By Charmaine Noronha Associated Press TORONTO — One o,1
728897194896535552,"IEA: RT IEABirol: Our thoughts are with the residents and workers of Fort McMurray, Alberta, as #wildfire forces evacuation",4
728725902318768129,Fort St. John wildfire article updated with #evacuation map  #FortStJohn #wildfires #BC,7
728605748117295104,"All of us @MeridianCU are saddened by devastation caused by the massive wildfire outbreak in Fort McMurray, Alberta.",2
730250091295064064,"RT @JuniorAdanacs: 1/2 Coquitlam Minor, Junior and Senior Adanac Clubs each donating $500 to Red Cross to support Ft.Mac Wildfire situation.",1
729132904521990144,"Dear World, please help us.",4
728597478946287616,RT @RONAinc: Join us to show support to the victims of the Fort Murray wildfire by donating online to the Canadian Red Cross: /,1
729741279840473089,Sothe fires in Alberta are under control now..Great to hear!,6
729811671955316736,"FYI @YourAlberta: Research lead by Prof Tara McGee, funded by @SSHRC_CRSH: Aboriginal Wildfire Evacuation  #ymmfire",7
733033616792518656,RT @RoninMemes: The fire that completely destroyed a Canadian city a few weeks ago is STILL GROWING!!! #TheFireRises,3
731249767108497408,"RT @preemptivelove: Syrian #refugees raise money for Canadian wildfire survivors, and more. Its #PeacemakerFriday.",1
730687772768358400,Thank you Minnesota cottage owner/user Wallace Lake our family is extremely grateful for the all support efforts,4
729089295844282369,Draked dropped Views last week.. around the same time the Canada Wildfires started Coincidence? I think not,8
729317797252190209,Rescue workers retrieving pets in aftermath of Canadian wildfire - AOL News,1
732980377636241408,So thankful to have Mayor Mitchell out supporting our fundraiser for Ft McMurray wildfire victims@DurhamDSB #carwash,1
730131512407035904,#TIME See satellite images of the Fort McMurray wildfires destruction,3
730867849657495554,"My family donated $150 to the red cross, I wish luck for those who are helping to stop the Wildfire that started in Fort Mcmurrary",1
729674196817686528,Notley in Fort McMurray Monday to survey wildfire damage.,3
735212289930891265,Samaritans Purses Disaster Response Unit arrives in Fort McMurray today to help wildfire victims. Donate here:,1
732691300420440064,Fort McMurray Fire: Rain Could Be A Double-Edged Sword For Wildfire-Stricken Area: Firefighters near Fort McM,8
732780159657336832,"We want to help: Attawapiskat donates $5,000 to wildfire relief  #ymmfire",1
732352369816702979,"RT@RMWoodBuffalo:Wildfire update, May 16, - Workers north of #ymm under controlled precautionary evacuation #ymmfire",7
728965334384844800,RT @VPRobertATA: Teachers please contact your Locals leadership with this information ASAP @ATACounsellors @atassc,8
729723892005244928,"On behalf of 200+ co-ops in the CRS, FCL is donating $100,000 to support the Canadian Red Cross’s wildfire relief",1
732942753500266496,Trevor Robb: U of Alberta students create bursary for post-secondary students affected by Fort McMurray wildfire,1
736007733002932224,RT @GlobalEdmonton: Fort McMurray wildfire: Nickelback to headline Fire Aid concert in Edmonton @fletcherkent reports #ymm #ymmfire :,2
733800541445185536,Syncrude says bison herd holding up well as wildfires rage nearby: A vicious wildfire nicknamed the beast h,2
730514940025507840,"Fort McMurray wildfire evacuees eligible for total of $1,850 from govt, Red Cross.",7
728641629641281536,RT @ETCanada: Celebs react to #FortMacFire — @TorrensJonathan offers travel assistance for East Coasters  .,1
729704696273883138,Wildfire Update: Ottawa Promises Income Support | Help to Rebuild Fort McMurray #YMM #ymmfire,1
729763766896873472,"RT @ManulifeNews: .@Manulife donates $50,000 to Fort McMurray wildfire relief efforts #FortMacFire",1
732634596102262785,RT @ICLRCanada: Seven homes damaged in gas leak/explosion in Dickinsfield neighbourhood of #FortMcMurray last night,3
733307444198137856,NHL player @ScottieUpshall from #ymm shares his story in @PlayersTribune. Heartfelt read w/local #fortsask mention,4
729051181377421312,RT @YourAlberta: LIVE at 3pm: Update on wildfire and assistance efforts with Minister @DanielleLarivee and @AlbertaWildfire officials,2
734120563782733824,"RT @Mix1037FMNews: Fire west of Janvier burning out of control, says province  #ymmfire #rmwb @Mix1037radio /",6
732265857540182016,"RT @MyMcMurray: Alberta Wildfire expecting hot spot flare ups, new starts, lightning strike fires, as #ymmfire continues to burn out of con",2
729723341439836160,Support to Alberta Wildfire Relief Coming from Kapuskasing,1
728932820857413632,"DTN Yemen: Canadian town evacuated as wildfire approaches Fort McMurray, in pictures:",7
729879161716645888,"But #Trudeau says we dont need help, its under control ὡ5 #FortMacFire #cdnpoli #abpoli",2
